,Factor,Nodo,Valor,Fecha
45477,CECUVR,6MO,0.201685681112429,20210822
45478,CEC,6MO,2.243402537483097,20210823
45479,CECUVR,6MO,0.1030578338797827,20210823
45480,CEC,6MO,2.2396509353775462,20210824
45481,CECUVR,6MO,0.0007838605097454,20210824
45482,CEC,6MO,2.2407136498751035,20210825
45483,CECUVR,6MO,-0.069338453978851,20210825
45484,CEC,6MO,2.2265063792614948,20210826
45485,CECUVR,6MO,-0.050334507076577,20210826
45486,CEC,6MO,2.251178161109735,20210827
45487,CECUVR,6MO,-0.0062938711285598,20210827
45488,CEC,6MO,2.251178161109735,20210828
45489,CECUVR,6MO,-0.0062938711285598,20210828
45490,CEC,6MO,2.251178161109735,20210829
45491,CECUVR,6MO,-0.0062938711285598,20210829
45492,CEC,6MO,2.271287993558424,20210830
45493,CECUVR,6MO,0.0231987539944356,20210830
45494,CEC,6MO,2.251667098309662,20210831
45495,CECUVR,6MO,0.0066792259935555,20210831
45496,CEC,6MO,2.2778008386165283,20210901
45497,CECUVR,6MO,0.0391258588991805,20210901
45498,CEC,6MO,2.286260231269166,20210902
45499,CECUVR,6MO,0.0368393192553107,20210902
45500,CEC,6MO,2.303715171215126,20210903
45501,CECUVR,6MO,0.0067683059176149,20210903
45502,CEC,6MO,2.303715171215126,20210904
45503,CECUVR,6MO,0.0067683059176149,20210904
45504,CEC,6MO,2.303715171215126,20210905
45505,CECUVR,6MO,0.0067683059176149,20210905
45506,CEC,6MO,2.3463654170811754,20210906
45507,CECUVR,6MO,-0.0862504193509416,20210906
45508,CEC,6MO,2.3685828927634267,20210907
45509,CECUVR,6MO,-0.0341289727525451,20210907
45510,CEC,6MO,2.35768239894929,20210908
45511,CECUVR,6MO,-0.0292796704383535,20210908
45512,CEC,6MO,2.352819211234758,20210909
45513,CECUVR,6MO,0.0396488019793306,20210909
45514,CEC,6MO,2.334507952999876,20210910
45515,CECUVR,6MO,0.0748880102491966,20210910
45516,CEC,6MO,2.334963455312944,20210913
45517,CECUVR,6MO,0.1978724365580886,20210913
45518,CEC,6MO,2.3448742879061517,20210914
45519,CECUVR,6MO,0.2096983308262467,20210914
45520,CEC,6MO,2.3466526612579086,20210915
45521,CECUVR,6MO,0.19733390190384,20210915
45522,CEC,6MO,2.3712907678090644,20210916
45523,CECUVR,6MO,0.2154388815623908,20210916
45524,CEC,6MO,2.3673536009397145,20210917
45525,CECUVR,6MO,0.2560452410893754,20210917
45526,CEC,6MO,2.388014820455364,20210920
45527,CECUVR,6MO,0.3679030860094245,20210920
45528,CEC,6MO,2.3846061426641363,20210921
45529,CECUVR,6MO,0.4205441864238768,20210921
45530,CEC,6MO,2.3961287428274414,20210922
45531,CECUVR,6MO,0.471998020366593,20210922
45532,CEC,6MO,2.443797839874895,20210923
45533,CECUVR,6MO,0.4858347931911977,20210923
45534,CEC,6MO,2.4634183998224923,20210924
45535,CECUVR,6MO,0.6005209190541816,20210924
45536,CEC,6MO,2.48076040020373,20210927
45537,CECUVR,6MO,0.570448065552287,20210927
45538,CEC,6MO,2.505003464566946,20210928
45539,CECUVR,6MO,0.6384798306894313,20210928
45540,CEC,6MO,2.494864884924164,20210929
45541,CECUVR,6MO,0.5007472308288463,20210929
45542,CEC,6MO,2.5343368634058505,20210930
45543,CECUVR,6MO,0.4840822461676719,20210930
45544,CEC,6MO,2.57216049340856,20211001
45545,CECUVR,6MO,0.3107608277928442,20211001
45546,CEC,6MO,2.681865245335424,20211004
45547,CECUVR,6MO,0.3086248536587677,20211004
45548,CEC,6MO,2.7790635663137,20211005
45549,CECUVR,6MO,0.3148910627238654,20211005
45550,CEC,6MO,2.753692258487783,20211006
45551,CECUVR,6MO,0.2288860738344222,20211006
45552,CEC,6MO,2.7532241934421275,20211007
45553,CECUVR,6MO,0.1561042730479078,20211007
45554,CEC,6MO,2.761547351817928,20211008
45555,CECUVR,6MO,0.2428987529473181,20211008
45556,CEC,6MO,2.778637259509531,20211011
45557,CECUVR,6MO,0.2414948348398393,20211011
45558,CEC,6MO,2.8139620368238694,20211012
45559,CECUVR,6MO,0.27873808871135,20211012
45560,CEC,6MO,2.817657977919419,20211013
45561,CECUVR,6MO,0.3743369494546122,20211013
45562,CEC,6MO,2.853795639275436,20211014
45563,CECUVR,6MO,0.4833406903317572,20211014
45564,CEC,6MO,2.8919044072150517,20211015
45565,CECUVR,6MO,0.4995261357167102,20211015
45566,CEC,6MO,2.9574276655710774,20211019
45567,CECUVR,6MO,0.489379669957346,20211019
45568,CEC,6MO,2.9802776624070715,20211020
45569,CECUVR,6MO,0.4348700694363216,20211020
45570,CEC,6MO,2.9738994980883504,20211021
45571,CECUVR,6MO,0.408959209772175,20211021
45572,CEC,6MO,3.0216599096323016,20211022
45573,CECUVR,6MO,0.4869257498421264,20211022
45574,CEC,6MO,3.074316837945812,20211025
45575,CECUVR,6MO,0.4847710612307931,20211025
45576,CEC,6MO,3.127893771994561,20211026
45577,CECUVR,6MO,0.6029238668614711,20211026
45578,CEC,6MO,3.1435389515272805,20211027
45579,CECUVR,6MO,0.6093007672039352,20211027
45580,CEC,6MO,3.187160114556664,20211028
45581,CECUVR,6MO,0.6391530579551441,20211028
45582,CEC,6MO,3.2493718887641743,20211029
45583,CECUVR,6MO,0.6154561909377465,20211029
45584,CEC,6MO,3.287164128557163,20211102
45585,CECUVR,6MO,0.6128341730117004,20211102
45586,CEC,6MO,3.3549118659316868,20211103
45587,CECUVR,6MO,0.727221732194705,20211103
45588,CEC,6MO,3.422408998139792,20211104
45589,CECUVR,6MO,0.9360042232881672,20211104
45590,CEC,6MO,3.3757551105737083,20211105
45591,CECUVR,6MO,0.8794270373726265,20211105
45592,CEC,6MO,3.352276252407571,20211108
45593,CECUVR,6MO,0.9343664273604446,20211108
45594,CEC,6MO,3.2367927434607147,20211109
45595,CECUVR,6MO,0.9004839483395033,20211109
45596,CEC,6MO,3.24286307539956,20211110
45597,CECUVR,6MO,0.8844077826170249,20211110
45598,CEC,6MO,3.2722436344769124,20211111
45599,CECUVR,6MO,0.8918315788705167,20211111
45600,CEC,6MO,3.3898802645827564,20211112
45601,CECUVR,6MO,0.9494328499816572,20211112
45602,CEC,6MO,3.555149065725005,20211116
45603,CECUVR,6MO,1.0838357369495677,20211116
45604,CEC,6MO,3.5246498543048954,20211117
45605,CECUVR,6MO,1.0476136574716357,20211117
45606,CEC,6MO,3.4285686297786944,20211118
45607,CECUVR,6MO,1.1614858444520149,20211118
45608,CEC,6MO,3.383063801721109,20211119
45609,CECUVR,6MO,1.1606012450915415,20211119
45610,CEC,6MO,3.397060040552269,20211122
45611,CECUVR,6MO,1.2765123185452645,20211122
45612,CEC,6MO,3.3480179132233667,20211123
45613,CECUVR,6MO,1.3398339553744032,20211123
45614,CEC,6MO,3.3845382802459856,20211124
45615,CECUVR,6MO,1.3217653986526523,20211124
45616,CEC,6MO,3.340200962515749,20211125
45617,CECUVR,6MO,1.1855895649352632,20211125
45618,CEC,6MO,3.347828348713655,20211126
45619,CECUVR,6MO,1.109523865864248,20211126
45620,CEC,6MO,3.4410656297720443,20211129
45621,CECUVR,6MO,1.1129033844736735,20211129
45622,CEC,6MO,3.408626696342876,20211130
45623,CECUVR,6MO,1.0008311665894445,20211130
45624,CEC,6MO,3.363967147997493,20211201
45625,CECUVR,6MO,0.755660470552022,20211201
45626,CEC,6MO,3.4018424580874784,20211202
45627,CECUVR,6MO,0.6881296478841392,20211202
45628,CEC,6MO,3.4696463557740698,20211203
45629,CECUVR,6MO,0.7822148764821346,20211203
45630,CEC,6MO,3.565853386262785,20211206
45631,CECUVR,6MO,0.6586209981052527,20211206
45632,CEC,6MO,3.582442224847604,20211207
45633,CECUVR,6MO,0.6522495662416139,20211207
45634,CEC,6MO,3.5758013458633275,20211209
45635,CECUVR,6MO,0.4893231885614524,20211209
45636,CEC,6MO,3.5758460991440755,20211210
45637,CECUVR,6MO,0.4125964413365324,20211210
45638,CEC,6MO,3.641967660561729,20211213
45639,CECUVR,6MO,0.4931179090862603,20211213
45640,CEC,6MO,3.7922907429076114,20211214
45641,CECUVR,6MO,0.6982084140373601,20211214
45642,CEC,6MO,3.820797165274015,20211215
45643,CECUVR,6MO,0.5607431583151357,20211215
45644,CEC,6MO,3.761373339399632,20211216
45645,CECUVR,6MO,0.3651848838321481,20211216
45646,CEC,6MO,3.7644700077069215,20211217
45647,CECUVR,6MO,0.2681176352063996,20211217
45648,CEC,6MO,3.8255670980908985,20211220
45649,CECUVR,6MO,0.2065512373289113,20211220
45650,CEC,6MO,3.853391011783236,20211221
45651,CECUVR,6MO,0.2979095426413503,20211221
45652,CEC,6MO,3.855208043147229,20211222
45653,CECUVR,6MO,0.2701671915104287,20211222
45654,CEC,6MO,3.86483904075523,20211223
45655,CECUVR,6MO,0.2814788649269761,20211223
45656,CEC,6MO,3.815604169631759,20211224
45657,CECUVR,6MO,0.2837918815564721,20211224
45658,CEC,6MO,3.816180195815244,20211227
45659,CECUVR,6MO,0.1540095479740877,20211227
45660,CEC,6MO,3.857201074966388,20211228
45661,CECUVR,6MO,0.2379276192079338,20211228
45662,CEC,6MO,3.9043129629327433,20211229
45663,CECUVR,6MO,0.2395746337680471,20211229
45664,CEC,6MO,3.9410474520589656,20211230
45665,CECUVR,6MO,0.2359396896036036,20211230
45666,CEC,6MO,3.9410474520589656,20211231
45667,CECUVR,6MO,0.2359396896036036,20211231
45668,CEC,6MO,3.9565665914432113,20220103
45669,CECUVR,6MO,0.2919536561326374,20220103
45670,CEC,6MO,4.009115664557528,20220104
45671,CECUVR,6MO,0.2910823340794177,20220104
45672,CEC,6MO,3.992169520503652,20220105
45673,CECUVR,6MO,0.295702196977432,20220105
45674,CEC,6MO,4.167248237905574,20220106
45675,CECUVR,6MO,0.2816065003854673,20220106
45676,CEC,6MO,4.198195064929089,20220107
45677,CECUVR,6MO,0.2859427432388761,20220107
45678,CEC,6MO,4.241474547831414,20220111
45679,CECUVR,6MO,0.2576841738483271,20220111
45680,CEC,6MO,4.237907507581595,20220112
45681,CECUVR,6MO,0.1533623897221447,20220112
45682,CEC,6MO,4.243877986393896,20220113
45683,CECUVR,6MO,0.0850751380893299,20220113
45684,CEC,6MO,4.2788221382865865,20220114
45685,CECUVR,6MO,0.023663590468792,20220114
45686,CEC,6MO,4.33829277767539,20220117
45687,CECUVR,6MO,-0.1957817055348476,20220117
45688,CEC,6MO,4.482898746616515,20220118
45689,CECUVR,6MO,-0.3371293649283458,20220118
45690,CEC,6MO,4.464675363052306,20220119
45691,CECUVR,6MO,-0.5203633321154366,20220119
45692,CEC,6MO,4.390980140675738,20220120
45693,CECUVR,6MO,-0.4920585136872102,20220120
45694,CEC,6MO,4.345822523788279,20220121
45695,CECUVR,6MO,-0.5587613487286203,20220121
45696,CEC,6MO,4.409793832579489,20220124
45697,CECUVR,6MO,-0.4737728239330718,20220124
45698,CEC,6MO,4.383471886783696,20220125
45699,CECUVR,6MO,-0.5246977495226179,20220125
45700,CEC,6MO,4.395299631288796,20220126
45701,CECUVR,6MO,-0.5303624184157196,20220126
45702,CEC,6MO,4.505556904486552,20220127
45703,CECUVR,6MO,-0.5877484188784754,20220127
45704,CEC,6MO,4.612373532958891,20220128
45705,CECUVR,6MO,-0.4767813969904222,20220128
45706,CEC,6MO,4.7081101702773465,20220131
45707,CECUVR,6MO,-0.4616908378023643,20220131
45708,CEC,6MO,4.705945303483428,20220201
45709,CECUVR,6MO,-0.4095010367866747,20220201
45710,CEC,6MO,4.739581641661039,20220202
45711,CECUVR,6MO,-0.3662587161123332,20220202
45712,CEC,6MO,4.807563966927297,20220203
45713,CECUVR,6MO,-0.3882463726940122,20220203
45714,CEC,6MO,4.860322753939905,20220204
45715,CECUVR,6MO,-0.4772442823774758,20220204
45716,CEC,6MO,5.054320579438443,20220207
45717,CECUVR,6MO,-0.5893027301648868,20220207
45718,CEC,6MO,5.162573048051411,20220208
45719,CECUVR,6MO,-0.4353262777216815,20220208
45720,CEC,6MO,5.299771120039076,20220209
45721,CECUVR,6MO,-0.3695587883597584,20220209
45722,CEC,6MO,5.396123903428585,20220210
45723,CECUVR,6MO,-0.2052197709562775,20220210
45724,CEC,6MO,5.414484899353567,20220211
45725,CECUVR,6MO,-0.1967567613079146,20220211
45726,CEC,9MO,4.531480924371656,20180903
45727,CECUVR,9MO,1.456735208272253,20180903
45728,CEC,9MO,4.53139168020178,20180904
45729,CECUVR,9MO,1.4513193932685908,20180904
45730,CEC,9MO,4.551364979697259,20180905
45731,CECUVR,9MO,1.3715478970268924,20180905
45732,CEC,9MO,4.574246516978286,20180906
45733,CECUVR,9MO,1.2609573784332806,20180906
45734,CEC,9MO,4.563471146620945,20180907
45735,CECUVR,9MO,1.0868094861892663,20180907
45736,CEC,9MO,4.550079307583776,20180910
45737,CECUVR,9MO,1.0883994315245005,20180910
45738,CEC,9MO,4.540015250732421,20180911
45739,CECUVR,9MO,0.9316151967126318,20180911
45740,CEC,9MO,4.525225889018936,20180912
45741,CECUVR,9MO,0.8650444126215184,20180912
45742,CEC,9MO,4.533035712846578,20180913
45743,CECUVR,9MO,0.7733104393305545,20180913
45744,CEC,9MO,4.53249993505418,20180914
45745,CECUVR,9MO,0.8292960158527318,20180914
45746,CEC,9MO,4.547321409295879,20180917
45747,CECUVR,9MO,0.8332661085168391,20180917
45748,CEC,9MO,4.535704233887006,20180918
45749,CECUVR,9MO,0.9059382687071073,20180918
45750,CEC,9MO,4.5344347519233,20180919
45751,CECUVR,9MO,0.8688832745208153,20180919
45752,CEC,9MO,4.498405243105919,20180920
45753,CECUVR,9MO,0.7723604538822038,20180920
45754,CEC,9MO,4.378299778345274,20180921
45755,CECUVR,9MO,0.6384950699481307,20180921
45756,CEC,9MO,4.375258153277883,20180924
45757,CECUVR,9MO,0.6313209663451946,20180924
45758,CEC,9MO,4.377896337169074,20180925
45759,CECUVR,9MO,0.6418978572026113,20180925
45760,CEC,9MO,4.32835537391687,20180926
45761,CECUVR,9MO,0.6291108452849192,20180926
45762,CEC,9MO,4.286823866671297,20180927
45763,CECUVR,9MO,0.6112516694050996,20180927
45764,CEC,9MO,4.241482829693521,20180928
45765,CECUVR,9MO,0.5611913191894358,20180928
45766,CEC,9MO,4.264035661257704,20181001
45767,CECUVR,9MO,0.5644701801186702,20181001
45768,CEC,9MO,4.324526734297618,20181002
45769,CECUVR,9MO,0.6102549461711515,20181002
45770,CEC,9MO,4.356377684549395,20181003
45771,CECUVR,9MO,0.6095339216890538,20181003
45772,CEC,9MO,4.487519734953316,20181004
45773,CECUVR,9MO,0.6357558903396177,20181004
45774,CEC,9MO,4.495123993885586,20181005
45775,CECUVR,9MO,0.6395992229494052,20181005
45776,CEC,9MO,4.5228955292042405,20181008
45777,CECUVR,9MO,0.5579198819824382,20181008
45778,CEC,9MO,4.544739634710648,20181009
45779,CECUVR,9MO,0.558663777763857,20181009
45780,CEC,9MO,4.574546839440119,20181010
45781,CECUVR,9MO,0.5638294845472958,20181010
45782,CEC,9MO,4.571149017222576,20181011
45783,CECUVR,9MO,0.6374052166504995,20181011
45784,CEC,9MO,4.58319597386323,20181012
45785,CECUVR,9MO,0.6411953753878041,20181012
45786,CEC,9MO,4.581252885783105,20181016
45787,CECUVR,9MO,0.6411044242251807,20181016
45788,CEC,9MO,4.571782052718465,20181017
45789,CECUVR,9MO,0.6466186719296996,20181017
45790,CEC,9MO,4.618146191036887,20181018
45791,CECUVR,9MO,0.6548474783697911,20181018
45792,CEC,9MO,4.621588847443903,20181019
45793,CECUVR,9MO,0.6420420007070993,20181019
45794,CEC,9MO,4.618936680808194,20181022
45795,CECUVR,9MO,0.646188448855578,20181022
45796,CEC,9MO,4.626208452695457,20181023
45797,CECUVR,9MO,0.5727278919972711,20181023
45798,CEC,9MO,4.619292118129592,20181024
45799,CECUVR,9MO,0.5763760733843215,20181024
45800,CEC,9MO,4.622061894228202,20181025
45801,CECUVR,9MO,0.5586801400602859,20181025
45802,CEC,9MO,4.629530431030093,20181026
45803,CECUVR,9MO,0.5808032152303966,20181026
45804,CEC,9MO,4.6497037369728655,20181029
45805,CECUVR,9MO,0.5760122668255985,20181029
45806,CEC,9MO,4.627600088404149,20181030
45807,CECUVR,9MO,0.5051140394383369,20181030
45808,CEC,9MO,4.623508393542974,20181031
45809,CECUVR,9MO,0.3998544228204004,20181031
45810,CEC,9MO,4.613880798020631,20181101
45811,CECUVR,9MO,0.294582849975411,20181101
45812,CEC,9MO,4.636114562419769,20181102
45813,CECUVR,9MO,0.2500301154704232,20181102
45814,CEC,9MO,4.6372776084459,20181106
45815,CECUVR,9MO,0.1458144879199929,20181106
45816,CEC,9MO,4.621300805635675,20181107
45817,CECUVR,9MO,0.1463871671787853,20181107
45818,CEC,9MO,4.609713672164606,20181108
45819,CECUVR,9MO,0.1559405714075978,20181108
45820,CEC,9MO,4.620629492387285,20181109
45821,CECUVR,9MO,0.1630406498552172,20181109
45822,CEC,9MO,4.608711843878455,20181113
45823,CECUVR,9MO,0.1752597690849677,20181113
45824,CEC,9MO,4.60634348734934,20181114
45825,CECUVR,9MO,0.1792371760690247,20181114
45826,CEC,9MO,4.599579938396481,20181115
45827,CECUVR,9MO,0.1755248609821569,20181115
45828,CEC,9MO,4.595212307557994,20181116
45829,CECUVR,9MO,0.1718729204448044,20181116
45830,CEC,9MO,4.649469069433243,20181119
45831,CECUVR,9MO,0.1820561141604004,20181119
45832,CEC,9MO,4.663033582443954,20181120
45833,CECUVR,9MO,0.1899221816159313,20181120
45834,CEC,9MO,4.712930961826833,20181121
45835,CECUVR,9MO,0.1903406503602323,20181121
45836,CEC,9MO,4.659333786093844,20181122
45837,CECUVR,9MO,0.2043519201899712,20181122
45838,CEC,9MO,4.691495960197867,20181123
45839,CECUVR,9MO,0.2067190211207714,20181123
45840,CEC,9MO,4.70150021065856,20181126
45841,CECUVR,9MO,0.2095066425268132,20181126
45842,CEC,9MO,4.715957325377862,20181127
45843,CECUVR,9MO,0.2124445213600445,20181127
45844,CEC,9MO,4.711219402204736,20181128
45845,CECUVR,9MO,0.218662872172759,20181128
45846,CEC,9MO,4.6968994110407,20181129
45847,CECUVR,9MO,0.213062330035596,20181129
45848,CEC,9MO,4.6821118426140895,20181130
45849,CECUVR,9MO,0.2093429208178454,20181130
45850,CEC,9MO,4.67944813964214,20181203
45851,CECUVR,9MO,0.2151307634570498,20181203
45852,CEC,9MO,4.670751118913619,20181204
45853,CECUVR,9MO,0.2152930360663774,20181204
45854,CEC,9MO,4.675328151623659,20181205
45855,CECUVR,9MO,0.218098653961718,20181205
45856,CEC,9MO,4.6615846140350525,20181206
45857,CECUVR,9MO,0.2332349690171264,20181206
45858,CEC,9MO,4.641077909571423,20181207
45859,CECUVR,9MO,0.2329710412228403,20181207
45860,CEC,9MO,4.65603144072626,20181210
45861,CECUVR,9MO,0.241462416147753,20181210
45862,CEC,9MO,4.647559277532798,20181211
45863,CECUVR,9MO,0.2379767516215603,20181211
45864,CEC,9MO,4.648159580652589,20181212
45865,CECUVR,9MO,0.2393113725564388,20181212
45866,CEC,9MO,4.63191291476821,20181213
45867,CECUVR,9MO,0.2342731040699597,20181213
45868,CEC,9MO,4.640235762540801,20181214
45869,CECUVR,9MO,0.2391629221076385,20181214
45870,CEC,9MO,4.633078046235117,20181217
45871,CECUVR,9MO,0.2551983931487811,20181217
45872,CEC,9MO,4.633360343794357,20181218
45873,CECUVR,9MO,0.2644208801876546,20181218
45874,CEC,9MO,4.633174185153965,20181219
45875,CECUVR,9MO,0.2608119871389869,20181219
45876,CEC,9MO,4.633211867038045,20181220
45877,CECUVR,9MO,0.2547056828018368,20181220
45878,CEC,9MO,4.648307117546446,20181221
45879,CECUVR,9MO,0.2508831779133968,20181221
45880,CEC,9MO,4.658213811000844,20181224
45881,CECUVR,9MO,0.2572096149591196,20181224
45882,CEC,9MO,4.66818113656684,20181226
45883,CECUVR,9MO,0.2603502783092404,20181226
45884,CEC,9MO,4.660420235755414,20181227
45885,CECUVR,9MO,0.2637065388100712,20181227
45886,CEC,9MO,4.660365486082929,20181228
45887,CECUVR,9MO,0.262808254952418,20181228
45888,CEC,9MO,4.660365486082929,20181231
45889,CECUVR,9MO,0.262808254952418,20181231
45890,CEC,9MO,4.687993705819293,20190102
45891,CECUVR,9MO,0.2834447161752296,20190102
45892,CEC,9MO,4.717764271221014,20190103
45893,CECUVR,9MO,0.284963597225607,20190103
45894,CEC,9MO,4.721448456375121,20190104
45895,CECUVR,9MO,0.2857497293216271,20190104
45896,CEC,9MO,4.67761136030127,20190108
45897,CECUVR,9MO,0.2891243674376431,20190108
45898,CEC,9MO,4.649379060302428,20190109
45899,CECUVR,9MO,0.290915180468021,20190109
45900,CEC,9MO,4.663808435689143,20190110
45901,CECUVR,9MO,0.3018139089115745,20190110
45902,CEC,9MO,4.645082497279507,20190111
45903,CECUVR,9MO,0.3052312901266063,20190111
45904,CEC,9MO,4.641296856242749,20190114
45905,CECUVR,9MO,0.3178151265214701,20190114
45906,CEC,9MO,4.646592883082334,20190115
45907,CECUVR,9MO,0.3479211745376798,20190115
45908,CEC,9MO,4.643039649464686,20190116
45909,CECUVR,9MO,0.3649826231376885,20190116
45910,CEC,9MO,4.635338717042092,20190117
45911,CECUVR,9MO,0.3922566280326611,20190117
45912,CEC,9MO,4.634611043879278,20190118
45913,CECUVR,9MO,0.3910312648119918,20190118
45914,CEC,9MO,4.644940393322128,20190121
45915,CECUVR,9MO,0.4044055868430707,20190121
45916,CEC,9MO,4.622535507367753,20190122
45917,CECUVR,9MO,0.414975060607059,20190122
45918,CEC,9MO,4.6110417220525335,20190123
45919,CECUVR,9MO,0.4268726232002695,20190123
45920,CEC,9MO,4.605815716946515,20190124
45921,CECUVR,9MO,0.4230635754474798,20190124
45922,CEC,9MO,4.596091919732692,20190125
45923,CECUVR,9MO,0.4154966485285571,20190125
45924,CEC,9MO,4.606574571340438,20190128
45925,CECUVR,9MO,0.4160449192782689,20190128
45926,CEC,9MO,4.613728602524492,20190129
45927,CECUVR,9MO,0.4051448189402951,20190129
45928,CEC,9MO,4.612678014217053,20190130
45929,CECUVR,9MO,0.4018541468916448,20190130
45930,CEC,9MO,4.597052613269925,20190131
45931,CECUVR,9MO,0.3919179411322249,20190131
45932,CEC,9MO,4.602578242792443,20190201
45933,CECUVR,9MO,0.3881971273050677,20190201
45934,CEC,9MO,4.6086281187422085,20190204
45935,CECUVR,9MO,0.3946250963935638,20190204
45936,CEC,9MO,4.613357224798831,20190205
45937,CECUVR,9MO,0.4095823589364888,20190205
45938,CEC,9MO,4.58856194433086,20190206
45939,CECUVR,9MO,0.4249708895769588,20190206
45940,CEC,9MO,4.623599383915922,20190207
45941,CECUVR,9MO,0.4295211267618226,20190207
45942,CEC,9MO,4.570943297126906,20190208
45943,CECUVR,9MO,0.4257218465444801,20190208
45944,CEC,9MO,4.592210538778896,20190211
45945,CECUVR,9MO,0.4296774774946721,20190211
45946,CEC,9MO,4.577378949511624,20190212
45947,CECUVR,9MO,0.4301831545728385,20190212
45948,CEC,9MO,4.543760227014837,20190213
45949,CECUVR,9MO,0.4289229897055824,20190213
45950,CEC,9MO,4.565081719750785,20190214
45951,CECUVR,9MO,0.4295614338499121,20190214
45952,CEC,9MO,4.527870498957598,20190215
45953,CECUVR,9MO,0.4223629961828568,20190215
45954,CEC,9MO,4.518043387662751,20190218
45955,CECUVR,9MO,0.4259289467235749,20190218
45956,CEC,9MO,4.5184075612215935,20190219
45957,CECUVR,9MO,0.430085802655511,20190219
45958,CEC,9MO,4.518314030911119,20190220
45959,CECUVR,9MO,0.4320589684812859,20190220
45960,CEC,9MO,4.528235120379387,20190221
45961,CECUVR,9MO,0.435764437566899,20190221
45962,CEC,9MO,4.5045552619663365,20190222
45963,CECUVR,9MO,0.4341857099957602,20190222
45964,CEC,9MO,4.519508786387183,20190225
45965,CECUVR,9MO,0.4403943926421627,20190225
45966,CEC,9MO,4.520927089080229,20190226
45967,CECUVR,9MO,0.440935061549097,20190226
45968,CEC,9MO,4.516659345118379,20190227
45969,CECUVR,9MO,0.4440678365927875,20190227
45970,CEC,9MO,4.53269311529676,20190228
45971,CECUVR,9MO,0.4511424100367422,20190228
45972,CEC,9MO,4.512425462985203,20190301
45973,CECUVR,9MO,0.4556933859890311,20190301
45974,CEC,9MO,4.5294871339905285,20190304
45975,CECUVR,9MO,0.4640917112896492,20190304
45976,CEC,9MO,4.518403552459516,20190305
45977,CECUVR,9MO,0.4751070867841322,20190305
45978,CEC,9MO,4.457441185746092,20190306
45979,CECUVR,9MO,0.5205920469648184,20190306
45980,CEC,9MO,4.482500298947856,20190307
45981,CECUVR,9MO,0.5224807793064334,20190307
45982,CEC,9MO,4.448225596058419,20190308
45983,CECUVR,9MO,0.4993928860882013,20190308
45984,CEC,9MO,4.455168441454704,20190311
45985,CECUVR,9MO,0.5103011278488889,20190311
45986,CEC,9MO,4.445473296920843,20190312
45987,CECUVR,9MO,0.504416963242238,20190312
45988,CEC,9MO,4.424697966993318,20190313
45989,CECUVR,9MO,0.5152842953618508,20190313
45990,CEC,9MO,4.380219357530235,20190314
45991,CECUVR,9MO,0.5354154843302705,20190314
45992,CEC,9MO,4.380995369654528,20190315
45993,CECUVR,9MO,0.5473921537374471,20190315
45994,CEC,9MO,4.387058201990723,20190318
45995,CECUVR,9MO,0.5807616136400906,20190318
45996,CEC,9MO,4.380160822224921,20190319
45997,CECUVR,9MO,0.5809679974734694,20190319
45998,CEC,9MO,4.359353184200288,20190320
45999,CECUVR,9MO,0.587297755648164,20190320
46000,CEC,9MO,4.366660496389851,20190321
46001,CECUVR,9MO,0.5968555026216515,20190321
46002,CEC,9MO,4.362749055428528,20190322
46003,CECUVR,9MO,0.6124566079957594,20190322
46004,CEC,9MO,4.364833186969874,20190326
46005,CECUVR,9MO,0.6407127526447232,20190326
46006,CEC,9MO,4.352009951677327,20190327
46007,CECUVR,9MO,0.6467628869559983,20190327
46008,CEC,9MO,4.350744648410454,20190328
46009,CECUVR,9MO,0.6434557946704,20190328
46010,CEC,9MO,4.346746141859037,20190329
46011,CECUVR,9MO,0.6563822722434942,20190329
46012,CEC,9MO,4.361470228241715,20190401
46013,CECUVR,9MO,0.6570575059817285,20190401
46014,CEC,9MO,4.374400223263453,20190402
46015,CECUVR,9MO,0.6536972154057352,20190402
46016,CEC,9MO,4.368940258120668,20190403
46017,CECUVR,9MO,0.641393579179117,20190403
46018,CEC,9MO,4.373376117021088,20190404
46019,CECUVR,9MO,0.6329381605259421,20190404
46020,CEC,9MO,4.36558697564573,20190405
46021,CECUVR,9MO,0.6264487877942315,20190405
46022,CEC,9MO,4.372794416357029,20190408
46023,CECUVR,9MO,0.6011772046150776,20190408
46024,CEC,9MO,4.381220534651442,20190409
46025,CECUVR,9MO,0.5944497848356933,20190409
46026,CEC,9MO,4.341560087087282,20190410
46027,CECUVR,9MO,0.5915093844707009,20190410
46028,CEC,9MO,4.33761480820738,20190411
46029,CECUVR,9MO,0.5844881360530962,20190411
46030,CEC,9MO,4.365493459176495,20190412
46031,CECUVR,9MO,0.5981796419802121,20190412
46032,CEC,9MO,4.376987759729967,20190415
46033,CECUVR,9MO,0.6217412554316848,20190415
46034,CEC,9MO,4.380659365285533,20190416
46035,CECUVR,9MO,0.6317751709673747,20190416
46036,CEC,9MO,4.31997151590815,20190417
46037,CECUVR,9MO,0.6217855860358723,20190417
46038,CEC,9MO,4.333701629317344,20190422
46039,CECUVR,9MO,0.6264920289036358,20190422
46040,CEC,9MO,4.334128656408343,20190423
46041,CECUVR,9MO,0.6209103438160835,20190423
46042,CEC,9MO,4.3452349474377705,20190424
46043,CECUVR,9MO,0.6328945960106802,20190424
46044,CEC,9MO,4.35312567528281,20190425
