,Factor,Nodo,Valor,Fecha
715,IPC,4MO,1.536674242,20180926
716,IPC,4Y,2.52759521,20180926
717,IPC,5Y,2.713964583,20180926
718,IPC,6MO,1.625425714,20180926
719,IPC,9MO,1.586693333,20180926
720,FS,10Y,7.015542254,20180927
721,FS,15Y,4.918,20180927
722,FS,18MO,5.119659033,20180927
723,FS,1MO,4.384929703,20180927
724,FS,1Y,4.905664873,20180927
725,FS,2M,4.541709091,20180927
726,FS,2Y,5.642547085,20180927
727,FS,3MO,4.570668605,20180927
728,FS,3Y,6.058666667,20180927
729,FS,4MO,4.632222426,20180927
730,FS,4Y,6.414386555,20180927
731,FS,5Y,6.538888889,20180927
732,FS,6MO,4.740539961,20180927
733,FS,9MO,4.728188482,20180927
734,IB1,18MO,0.741044178,20180927
735,IB1,1MO,0.185244737,20180927
736,IB1,1Y,0.6269884,20180927
737,IB1,2M,0.301157534,20180927
738,IB1,2Y,0.796228276,20180927
739,IB1,3MO,0.3885,20180927
740,IB1,3Y,0.894572,20180927
741,IB1,4MO,0.413001176,20180927
742,IB1,6MO,0.483577387,20180927
743,IB1,9MO,0.510469072,20180927
744,IPC,10Y,3.186523711,20180927
745,IPC,15Y,3.85287963,20180927
746,IPC,18MO,1.787197842,20180927
747,IPC,1MO,1.333582258,20180927
748,IPC,1Y,1.6146851,20180927
749,IPC,20Y,4.093170588,20180927
750,IPC,25Y,4.087783333,20180927
751,IPC,2M,1.377982609,20180927
752,IPC,2Y,2.068507065,20180927
753,IPC,3MO,1.413177778,20180927
754,IPC,3Y,2.212014444,20180927
755,IPC,4MO,1.507847222,20180927
756,IPC,4Y,2.545944578,20180927
757,IPC,5Y,2.623685417,20180927
758,IPC,6MO,1.600934653,20180927
759,IPC,9MO,1.558226667,20180927
760,FS,10Y,7.017584507,20180928
761,FS,15Y,4.90825,20180928
762,FS,18MO,5.119483627,20180928
763,FS,1MO,4.416610324,20180928
764,FS,1Y,4.907591398,20180928
765,FS,2M,4.542639188,20180928
766,FS,2Y,5.629880531,20180928
767,FS,3MO,4.55999424,20180928
768,FS,3Y,6.080137056,20180928
769,FS,4MO,4.596300184,20180928
770,FS,4Y,6.406075,20180928
771,FS,5Y,6.536377358,20180928
772,FS,6MO,4.70334384,20180928
773,FS,9MO,4.736521628,20180928
774,IB1,18MO,0.742741156,20180928
775,IB1,1MO,0.185873333,20180928
776,IB1,1Y,0.672230159,20180928
777,IB1,2M,0.297287143,20180928
778,IB1,2Y,0.817288667,20180928
779,IB1,3MO,0.319132099,20180928
780,IB1,3Y,0.924895833,20180928
781,IB1,4MO,0.395565476,20180928
782,IB1,6MO,0.473263184,20180928
783,IB1,9MO,0.516589362,20180928
784,IPC,10Y,3.168814948,20180928
785,IPC,15Y,3.825711111,20180928
786,IPC,18MO,1.749016788,20180928
787,IPC,1MO,1.206119355,20180928
788,IPC,1Y,1.56919517,20180928
789,IPC,20Y,4.055964706,20180928
790,IPC,25Y,4.041322222,20180928
791,IPC,2M,1.352928261,20180928
792,IPC,2Y,2.055516129,20180928
793,IPC,3MO,1.423844828,20180928
794,IPC,3Y,2.224776087,20180928
795,IPC,4MO,1.463240541,20180928
796,IPC,4Y,2.521040491,20180928
797,IPC,5Y,2.604258333,20180928
798,IPC,6MO,1.571706186,20180928
799,IPC,9MO,1.510196774,20180928
800,FS,10Y,6.972823944,20181001
801,FS,15Y,4.915,20181001
802,FS,18MO,5.1296175,20181001
803,FS,1MO,4.413714428,20181001
804,FS,1Y,4.959335156,20181001
805,FS,2M,4.617336746,20181001
806,FS,2Y,5.593371681,20181001
807,FS,3MO,4.608696203,20181001
808,FS,3Y,6.104015152,20181001
809,FS,4MO,4.609588968,20181001
810,FS,4Y,6.446769231,20181001
811,FS,5Y,6.563018868,20181001
812,FS,6MO,4.725210222,20181001
813,FS,9MO,4.787839599,20181001
814,IB1,18MO,0.774011628,20181001
815,IB1,1MO,0.180554667,20181001
816,IB1,1Y,0.660619124,20181001
817,IB1,2M,0.280331507,20181001
818,IB1,2Y,0.831127273,20181001
819,IB1,3MO,0.309227848,20181001
820,IB1,3Y,0.915970833,20181001
821,IB1,4MO,0.38455625,20181001
822,IB1,6MO,0.462170048,20181001
823,IB1,9MO,0.543091111,20181001
824,IPC,10Y,3.169291753,20181001
825,IPC,15Y,3.821840741,20181001
826,IPC,18MO,1.828439925,20181001
827,IPC,1MO,1.158883077,20181001
828,IPC,1Y,1.536975706,20181001
829,IPC,20Y,4.053923529,20181001
830,IPC,25Y,4.044438889,20181001
831,IPC,2M,1.310369767,20181001
832,IPC,2Y,2.039126842,20181001
833,IPC,3MO,1.377827586,20181001
834,IPC,3Y,2.219613187,20181001
835,IPC,4MO,1.433572152,20181001
836,IPC,4Y,2.506254321,20181001
837,IPC,5Y,2.673070833,20181001
838,IPC,6MO,1.527144565,20181001
839,IPC,9MO,1.503115152,20181001
840,FS,10Y,6.950591549,20181002
841,FS,15Y,4.9205,20181002
842,FS,18MO,5.121300995,20181002
843,FS,1MO,4.386758829,20181002
844,FS,1Y,4.94050039,20181002
845,FS,2M,4.596983927,20181002
846,FS,2Y,5.464657778,20181002
847,FS,3MO,4.605682803,20181002
848,FS,3Y,6.038838384,20181002
849,FS,4MO,4.602463866,20181002
850,FS,4Y,6.404034188,20181002
851,FS,5Y,6.504867925,20181002
852,FS,6MO,4.696214286,20181002
853,FS,9MO,4.761002364,20181002
854,IB1,18MO,0.784987748,20181002
855,IB1,1MO,0.242852632,20181002
856,IB1,1Y,0.687316667,20181002
857,IB1,2M,0.300798611,20181002
858,IB1,2Y,0.813499306,20181002
859,IB1,3MO,0.309813924,20181002
860,IB1,3Y,0.918041667,20181002
861,IB1,4MO,0.434340909,20181002
862,IB1,6MO,0.51432,20181002
863,IB1,9MO,0.589117895,20181002
864,IPC,10Y,3.188634021,20181002
865,IPC,15Y,3.840507407,20181002
866,IPC,18MO,1.826098876,20181002
867,IPC,1MO,1.164055556,20181002
868,IPC,1Y,1.578018873,20181002
869,IPC,20Y,4.083941176,20181002
870,IPC,25Y,4.081961111,20181002
871,IPC,2M,1.366897727,20181002
872,IPC,2Y,2.042014136,20181002
873,IPC,3MO,1.472525,20181002
874,IPC,3Y,2.136212088,20181002
875,IPC,4MO,1.521885185,20181002
876,IPC,4Y,2.485423313,20181002
877,IPC,5Y,2.679487234,20181002
878,IPC,6MO,1.61243,20181002
879,IPC,9MO,1.518097143,20181002
880,FS,10Y,6.928915493,20181003
881,FS,15Y,4.9165,20181003
882,FS,18MO,5.161810945,20181003
883,FS,1MO,4.382815338,20181003
884,FS,1Y,4.924175833,20181003
885,FS,2M,4.570472813,20181003
886,FS,2Y,5.474251121,20181003
887,FS,3MO,4.601872611,20181003
888,FS,3Y,6.131146465,20181003
889,FS,4MO,4.605238487,20181003
890,FS,4Y,6.395239316,20181003
891,FS,5Y,6.469433962,20181003
892,FS,6MO,4.691089234,20181003
893,FS,9MO,4.757934783,20181003
894,IB1,18MO,0.805753746,20181003
895,IB1,1MO,0.277650667,20181003
896,IB1,1Y,0.706149507,20181003
897,IB1,2M,0.322418571,20181003
898,IB1,2Y,0.836342958,20181003
899,IB1,3MO,0.32645,20181003
900,IB1,3Y,0.936604167,20181003
901,IB1,4MO,0.448205495,20181003
902,IB1,6MO,0.530231472,20181003
903,IB1,9MO,0.60315567,20181003
904,IPC,10Y,3.186807216,20181003
905,IPC,15Y,3.824011111,20181003
906,IPC,18MO,1.805728947,20181003
907,IPC,1MO,1.201153125,20181003
908,IPC,1Y,1.563432865,20181003
909,IPC,20Y,4.073958824,20181003
910,IPC,25Y,4.077577778,20181003
911,IPC,2M,1.362445455,20181003
912,IPC,2Y,2.011137113,20181003
913,IPC,3MO,1.455292593,20181003
914,IPC,3Y,2.098197849,20181003
915,IPC,4MO,1.535281481,20181003
916,IPC,4Y,2.455681098,20181003
917,IPC,5Y,2.648984783,20181003
918,IPC,6MO,1.624427778,20181003
919,IPC,9MO,1.492741667,20181003
920,FS,10Y,6.938105634,20181004
921,FS,15Y,4.9615,20181004
922,FS,18MO,5.146830049,20181004
923,FS,1MO,4.392264556,20181004
924,FS,1Y,4.977430458,20181004
925,FS,2M,4.618149083,20181004
926,FS,2Y,5.533445455,20181004
927,FS,3MO,4.633041184,20181004
928,FS,3Y,6.133277778,20181004
929,FS,4MO,4.615550082,20181004
930,FS,4Y,6.391777778,20181004
931,FS,5Y,6.464188679,20181004
932,FS,6MO,4.696087125,20181004
933,FS,9MO,4.81,20181004
934,IB1,18MO,0.801818123,20181004
935,IB1,1MO,0.338807792,20181004
936,IB1,1Y,0.704725444,20181004
937,IB1,2M,0.441816176,20181004
938,IB1,2Y,0.862558784,20181004
939,IB1,3MO,0.420642308,20181004
940,IB1,3Y,0.983820833,20181004
941,IB1,4MO,0.520588043,20181004
942,IB1,5Y,1.6278,20181004
943,IB1,6MO,0.588156716,20181004
944,IB1,9MO,0.651464286,20181004
945,IPC,10Y,3.198241237,20181004
946,IPC,15Y,3.874235185,20181004
947,IPC,18MO,1.815162264,20181004
948,IPC,1MO,1.224501538,20181004
949,IPC,1Y,1.657556742,20181004
950,IPC,20Y,4.143594118,20181004
951,IPC,25Y,4.134272222,20181004
952,IPC,2M,1.487583721,20181004
953,IPC,2Y,2.011638579,20181004
954,IPC,3MO,1.570632143,20181004
955,IPC,3Y,2.141331183,20181004
956,IPC,4MO,1.662080247,20181004
957,IPC,4Y,2.475361818,20181004
958,IPC,5Y,2.655411111,20181004
959,IPC,6MO,1.723737363,20181004
960,IPC,9MO,1.587067647,20181004
961,FS,10Y,7.00615493,20181005
962,FS,15Y,4.97925,20181005
963,FS,18MO,5.176370927,20181005
964,FS,1MO,4.387691023,20181005
965,FS,1Y,4.979685358,20181005
966,FS,2M,4.597937286,20181005
967,FS,2Y,5.534094595,20181005
968,FS,3MO,4.618948784,20181005
969,FS,3Y,6.104343434,20181005
970,FS,4MO,4.635934102,20181005
971,FS,4Y,6.430495726,20181005
972,FS,5Y,6.505358491,20181005
973,FS,6MO,4.707133654,20181005
974,FS,9MO,4.815945882,20181005
975,IB1,18MO,0.822756311,20181005
976,IB1,1MO,0.339721795,20181005
977,IB1,1Y,0.729511417,20181005
978,IB1,2M,0.469147761,20181005
979,IB1,2Y,0.882833333,20181005
980,IB1,3MO,0.452236709,20181005
981,IB1,3Y,1.004570833,20181005
982,IB1,4MO,0.544354945,20181005
983,IB1,5Y,1.64795,20181005
984,IB1,6MO,0.613645894,20181005
985,IB1,9MO,0.672139583,20181005
986,IPC,10Y,3.178564433,20181005
987,IPC,15Y,3.866496296,20181005
988,IPC,18MO,1.803157795,20181005
989,IPC,1MO,1.254053125,20181005
990,IPC,1Y,1.692769188,20181005
991,IPC,20Y,4.130347059,20181005
992,IPC,25Y,4.117572222,20181005
993,IPC,2M,1.426578261,20181005
994,IPC,2Y,2.010119,20181005
995,IPC,3MO,1.506191667,20181005
996,IPC,3Y,2.122652174,20181005
997,IPC,4MO,1.593321951,20181005
998,IPC,4Y,2.468507831,20181005
999,IPC,5Y,2.655347727,20181005
1000,IPC,6MO,1.6593,20181005
1001,IPC,9MO,1.646423529,20181005
1002,FS,10Y,6.972521127,20181008
1003,FS,15Y,4.94225,20181008
1004,FS,18MO,5.173065163,20181008
1005,FS,1MO,4.405434238,20181008
1006,FS,1Y,4.989600939,20181008
1007,FS,2M,4.607881104,20181008
1008,FS,2Y,5.542939815,20181008
1009,FS,3MO,4.618092086,20181008
1010,FS,3Y,6.098787879,20181008
1011,FS,4MO,4.629963756,20181008
1012,FS,4Y,6.399854701,20181008
1013,FS,5Y,6.471113208,20181008
1014,FS,6MO,4.701,20181008
1015,FS,9MO,4.814065,20181008
1016,IB1,18MO,0.804358786,20181008
1017,IB1,1MO,0.360273973,20181008
1018,IB1,1Y,0.669315968,20181008
1019,IB1,2M,0.404509091,20181008
1020,IB1,2Y,0.802246667,20181008
1021,IB1,3MO,0.422175641,20181008
1022,IB1,3Y,0.907679167,20181008
1023,IB1,4MO,0.517574419,20181008
1024,IB1,5Y,1.4161,20181008
1025,IB1,6MO,0.571776415,20181008
1026,IB1,9MO,0.626406186,20181008
1027,IPC,10Y,3.172335052,20181008
1028,IPC,15Y,3.870935185,20181008
1029,IPC,18MO,1.795867568,20181008
1030,IPC,1MO,1.260662295,20181008
1031,IPC,1Y,1.683801961,20181008
1032,IPC,20Y,4.133082353,20181008
1033,IPC,25Y,4.123722222,20181008
1034,IPC,2M,1.423404082,20181008
1035,IPC,2Y,1.996397044,20181008
1036,IPC,3MO,1.55092,20181008
1037,IPC,3Y,2.12161828,20181008
1038,IPC,4MO,1.578335714,20181008
1039,IPC,4Y,2.461260366,20181008
1040,IPC,5Y,2.653809091,20181008
1041,IPC,6MO,1.65535,20181008
1042,IPC,9MO,1.622328571,20181008
1043,FS,10Y,6.99506338,20181009
1044,FS,15Y,4.941,20181009
1045,FS,18MO,5.16694898,20181009
1046,FS,1MO,4.471788981,20181009
1047,FS,1Y,4.972085223,20181009
1048,FS,2M,4.552819582,20181009
1049,FS,2Y,5.542668182,20181009
1050,FS,3MO,4.607206052,20181009
1051,FS,3Y,6.083787879,20181009
1052,FS,4MO,4.625626183,20181009
1053,FS,4Y,6.414833333,20181009
1054,FS,5Y,6.48912,20181009
1055,FS,6MO,4.698842912,20181009
1056,FS,9MO,4.803129496,20181009
1057,IB1,18MO,0.790272871,20181009
1058,IB1,1MO,0.390324675,20181009
1059,IB1,1Y,0.6411742,20181009
1060,IB1,2M,0.415608219,20181009
1061,IB1,2Y,0.790424,20181009
1062,IB1,3MO,0.394153165,20181009
1063,IB1,3Y,0.903770833,20181009
1064,IB1,4MO,0.479886207,20181009
1065,IB1,5Y,1.41225,20181009
1066,IB1,6MO,0.53562217,20181009
1067,IB1,9MO,0.594146392,20181009
1068,IPC,10Y,3.151941237,20181009
1069,IPC,15Y,3.846864815,20181009
1070,IPC,18MO,1.787084706,20181009
1071,IPC,1MO,1.17633871,20181009
1072,IPC,1Y,1.640200559,20181009
1073,IPC,20Y,4.107523529,20181009
1074,IPC,25Y,4.098105556,20181009
1075,IPC,2M,1.380323404,20181009
1076,IPC,2Y,1.981149275,20181009
1077,IPC,3MO,1.500788462,20181009
1078,IPC,3Y,2.177409783,20181009
1079,IPC,4MO,1.529917857,20181009
1080,IPC,4Y,2.481106667,20181009
1081,IPC,5Y,2.63665814,20181009
1082,IPC,6MO,1.607683908,20181009
1083,IPC,9MO,1.5708525,20181009
1084,FS,10Y,6.984802817,20181010
1085,FS,15Y,4.93325,20181010
1086,FS,18MO,5.186438462,20181010
1087,FS,1MO,4.476633094,20181010
1088,FS,1Y,4.997083659,20181010
1089,FS,2M,4.582101382,20181010
1090,FS,2Y,5.531736364,20181010
1091,FS,3MO,4.626095506,20181010
1092,FS,3Y,6.078187817,20181010
1093,FS,4MO,4.677320755,20181010
1094,FS,4Y,6.379158333,20181010
1095,FS,5Y,6.493346939,20181010
1096,FS,6MO,4.757683412,20181010
1097,FS,9MO,4.83337381,20181010
1098,IB1,18MO,0.792718012,20181010
1099,IB1,1MO,0.387445333,20181010
1100,IB1,1Y,0.628507816,20181010
1101,IB1,2M,0.396682667,20181010
1102,IB1,2Y,0.85199527,20181010
1103,IB1,3MO,0.369432,20181010
1104,IB1,3Y,0.9193375,20181010
1105,IB1,4MO,0.455179775,20181010
1106,IB1,5Y,1.42645,20181010
1107,IB1,6MO,0.515194286,20181010
1108,IB1,9MO,0.57360495,20181010
1109,IPC,10Y,3.159709794,20181010
1110,IPC,15Y,3.84757037,20181010
1111,IPC,18MO,1.776768775,20181010
1112,IPC,1MO,1.249279365,20181010
1113,IPC,1Y,1.646644011,20181010
1114,IPC,20Y,4.104505882,20181010
1115,IPC,25Y,4.091766667,20181010
1116,IPC,2M,1.400865217,20181010
1117,IPC,2Y,2.002414833,20181010
1118,IPC,3MO,1.525088,20181010
1119,IPC,3Y,2.199960215,20181010
1120,IPC,4MO,1.547032558,20181010
1121,IPC,4Y,2.447092121,20181010
1122,IPC,5Y,2.653611905,20181010
1123,IPC,6MO,1.6239,20181010
1124,IPC,9MO,1.551781395,20181010
1125,FS,10Y,6.99906338,20181011
1126,FS,15Y,4.959,20181011
1127,FS,18MO,5.203699739,20181011
1128,FS,1MO,4.502222451,20181011
1129,FS,1Y,4.99946708,20181011
1130,FS,2M,4.578343678,20181011
1131,FS,2Y,5.611219731,20181011
1132,FS,3MO,4.62279473,20181011
1133,FS,3Y,6.080188776,20181011
1134,FS,4MO,4.666903021,20181011
1135,FS,4Y,6.476157025,20181011
1136,FS,5Y,6.580166667,20181011
1137,FS,6MO,4.740915094,20181011
1138,FS,9MO,4.82257177,20181011
1139,IB1,18MO,0.792505231,20181011
1140,IB1,1MO,0.260263014,20181011
1141,IB1,1Y,0.612563984,20181011
1142,IB1,2M,0.362046575,20181011
1143,IB1,2Y,0.855498667,20181011
1144,IB1,3MO,0.344661538,20181011
1145,IB1,3Y,0.925345833,20181011
1146,IB1,4MO,0.438014444,20181011
1147,IB1,5Y,1.4573,20181011
1148,IB1,6MO,0.498718095,20181011
1149,IB1,9MO,0.566029412,20181011
1150,IPC,10Y,3.176954124,20181011
1151,IPC,15Y,3.887466667,20181011
1152,IPC,18MO,1.739401581,20181011
1153,IPC,1MO,1.099575,20181011
1154,IPC,1Y,1.627384401,20181011
1155,IPC,20Y,4.1397,20181011
1156,IPC,25Y,4.131827778,20181011
1157,IPC,2M,1.37944186,20181011
1158,IPC,2Y,1.973793839,20181011
1159,IPC,3MO,1.45397037,20181011
1160,IPC,3Y,2.176397849,20181011
1161,IPC,4MO,1.479208333,20181011
1162,IPC,4Y,2.507234545,20181011
1163,IPC,5Y,2.654019512,20181011
1164,IPC,6MO,1.551627059,20181011
1165,IPC,9MO,1.539697727,20181011
1166,FS,10Y,7.038359155,20181012
1167,FS,15Y,4.977,20181012
1168,FS,18MO,5.206127273,20181012
1169,FS,1MO,4.449589362,20181012
1170,FS,1Y,4.961695483,20181012
1171,FS,2M,4.53500226,20181012
1172,FS,2Y,5.615945946,20181012
1173,FS,3MO,4.581703552,20181012
1174,FS,3Y,6.090382653,20181012
1175,FS,4MO,4.633421394,20181012
1176,FS,4Y,6.46392562,20181012
1177,FS,5Y,6.77375,20181012
1178,FS,6MO,4.717101301,20181012
1179,FS,9MO,4.761873171,20181012
1180,IB1,18MO,0.819184098,20181012
1181,IB1,1MO,0.261545833,20181012
1182,IB1,1Y,0.642125657,20181012
1183,IB1,2M,0.375802899,20181012
1184,IB1,2Y,0.879749664,20181012
1185,IB1,3MO,0.366946914,20181012
1186,IB1,3Y,0.948216667,20181012
1187,IB1,4MO,0.468098925,20181012
1188,IB1,5Y,1.49125,20181012
1189,IB1,6MO,0.525268571,20181012
1190,IB1,9MO,0.601188119,20181012
1191,IPC,10Y,3.208358247,20181012
1192,IPC,15Y,3.909164815,20181012
1193,IPC,18MO,1.72683913,20181012
1194,IPC,1MO,1.042086364,20181012
1195,IPC,1Y,1.577287324,20181012
1196,IPC,20Y,4.160241176,20181012
1197,IPC,25Y,4.151477778,20181012
1198,IPC,2M,1.316445238,20181012
1199,IPC,2Y,1.981454976,20181012
1200,IPC,3MO,1.442514286,20181012
1201,IPC,3Y,2.159537634,20181012
1202,IPC,4MO,1.419480682,20181012
1203,IPC,4Y,2.402212121,20181012
1204,IPC,5Y,2.648643902,20181012
1205,IPC,6MO,1.497186076,20181012
1206,IPC,9MO,1.476865306,20181012
1207,FS,10Y,7.045992908,20181016
1208,FS,15Y,4.986,20181016
1209,FS,18MO,5.201796296,20181016
1210,FS,1MO,4.460312757,20181016
1211,FS,1Y,4.968944531,20181016
1212,FS,2M,4.543197152,20181016
1213,FS,2Y,5.630672897,20181016
1214,FS,3MO,4.60298963,20181016
1215,FS,3Y,6.08371066,20181016
1216,FS,4MO,4.637215655,20181016
1217,FS,4Y,6.446641667,20181016
1218,FS,5Y,6.766,20181016
1219,FS,6MO,4.713434324,20181016
1220,FS,9MO,4.756314634,20181016
1221,IB1,18MO,0.765335045,20181016
1222,IB1,1MO,0.303466667,20181016
1223,IB1,1Y,0.671452156,20181016
1224,IB1,2M,0.429927027,20181016
1225,IB1,2Y,0.882966667,20181016
1226,IB1,3MO,0.412871622,20181016
1227,IB1,3Y,0.943408333,20181016
1228,IB1,4MO,0.51133,20181016
1229,IB1,5Y,1.47215,20181016
1230,IB1,6MO,0.569879612,20181016
1231,IB1,9MO,0.643394,20181016
1232,IPC,10Y,3.158906701,20181016
1233,IPC,15Y,3.888627778,20181016
1234,IPC,18MO,1.7207512,20181016
1235,IPC,1MO,1.008736364,20181016
1236,IPC,1Y,1.640281921,20181016
1237,IPC,20Y,4.159047059,20181016
1238,IPC,25Y,4.163983333,20181016
1239,IPC,2M,1.288692857,20181016
1240,IPC,2Y,1.968262037,20181016
1241,IPC,3MO,1.393018421,20181016
1242,IPC,3Y,2.095611236,20181016
1243,IPC,4MO,1.376773171,20181016
1244,IPC,4Y,2.335364848,20181016
1245,IPC,5Y,2.52992439,20181016
1246,IPC,6MO,1.451576056,20181016
1247,IPC,9MO,1.59592963,20181016
1248,FS,10Y,7.052042553,20181017
1249,FS,15Y,4.98625,20181017
1250,FS,18MO,5.210521053,20181017
1251,FS,1MO,4.451292961,20181017
1252,FS,1Y,5.017177847,20181017
1253,FS,2M,4.549041573,20181017
1254,FS,2Y,5.641086538,20181017
1255,FS,3MO,4.573011594,20181017
1256,FS,3Y,6.079736041,20181017
1257,FS,4MO,4.643784591,20181017
1258,FS,4Y,6.480675,20181017
1259,FS,5Y,6.742604167,20181017
1260,FS,6MO,4.721613881,20181017
1261,FS,9MO,4.810056338,20181017
1262,IB1,18MO,0.752614881,20181017
1263,IB1,1MO,0.298975,20181017
1264,IB1,1Y,0.643578395,20181017
1265,IB1,2M,0.397012162,20181017
1266,IB1,2Y,0.850272109,20181017
1267,IB1,3MO,0.373272222,20181017
1268,IB1,3Y,0.945825,20181017
1269,IB1,4MO,0.471894118,20181017
1270,IB1,5Y,1.46025,20181017
1271,IB1,6MO,0.53024532,20181017
1272,IB1,9MO,0.603000943,20181017
1273,IPC,10Y,3.11455567,20181017
1274,IPC,15Y,3.840714815,20181017
1275,IPC,18MO,1.727318548,20181017
1276,IPC,1MO,1.045642857,20181017
1277,IPC,1Y,1.609180966,20181017
1278,IPC,20Y,4.105788235,20181017
1279,IPC,25Y,4.105827778,20181017
1280,IPC,2M,1.329430952,20181017
1281,IPC,2Y,1.954232569,20181017
1282,IPC,3MO,1.406679487,20181017
1283,IPC,3Y,2.148506742,20181017
1284,IPC,4MO,1.3737175,20181017
1285,IPC,4Y,2.381848485,20181017
1286,IPC,5Y,2.498365854,20181017
1287,IPC,6MO,1.438192958,20181017
1288,IPC,9MO,1.583681356,20181017
1289,FS,10Y,7.106546099,20181018
1290,FS,15Y,5.0085,20181018
1291,FS,18MO,5.255762667,20181018
1292,FS,1MO,4.444053628,20181018
1293,FS,1Y,5.061679567,20181018
1294,FS,2M,4.618816979,20181018
1295,FS,2Y,5.667942584,20181018
1296,FS,3MO,4.585491379,20181018
1297,FS,3Y,6.166477157,20181018
1298,FS,4MO,4.688597792,20181018
1299,FS,4Y,6.423016667,20181018
1300,FS,5Y,6.734958333,20181018
1301,FS,6MO,4.77496793,20181018
1302,FS,9MO,4.857981352,20181018
1303,IB1,18MO,0.791408929,20181018
1304,IB1,1MO,0.307696296,20181018
1305,IB1,1Y,0.671078323,20181018
1306,IB1,2M,0.440462687,20181018
1307,IB1,2Y,0.887066234,20181018
1308,IB1,3MO,0.415366667,20181018
1309,IB1,3Y,0.976504167,20181018
1310,IB1,4MO,0.508794175,20181018
1311,IB1,5Y,1.4884,20181018
1312,IB1,6MO,0.574470792,20181018
1313,IB1,9MO,0.645275,20181018
1314,IPC,10Y,3.157531606,20181018
1315,IPC,15Y,3.880616981,20181018
1316,IPC,18MO,1.706802429,20181018
1317,IPC,1MO,1.115438095,20181018
1318,IPC,1Y,1.662049714,20181018
1319,IPC,20Y,4.149782353,20181018
1320,IPC,25Y,4.150072222,20181018
1321,IPC,2M,1.36004359,20181018
1322,IPC,2Y,1.93012973,20181018
1323,IPC,3MO,1.419415,20181018
1324,IPC,3Y,2.173553409,20181018
1325,IPC,4MO,1.373466667,20181018
1326,IPC,4Y,2.422571515,20181018
1327,IPC,5Y,2.548361905,20181018
1328,IPC,6MO,1.438730435,20181018
1329,IPC,9MO,1.640791935,20181018
1330,FS,10Y,7.13087234,20181019
1331,FS,15Y,5.00175,20181019
1332,FS,18MO,5.250504,20181019
1333,FS,1MO,4.470905125,20181019
1334,FS,1Y,5.044972028,20181019
1335,FS,2M,4.620941427,20181019
1336,FS,2Y,5.691860577,20181019
1337,FS,3MO,4.588652677,20181019
1338,FS,3Y,6.170243655,20181019
1339,FS,4MO,4.663887122,20181019
1340,FS,4Y,6.512475,20181019
1341,FS,5Y,6.6618125,20181019
1342,FS,6MO,4.744065966,20181019
1343,FS,9MO,4.842464953,20181019
1344,IB1,18MO,0.785496726,20181019
1345,IB1,1MO,0.312352439,20181019
1346,IB1,1Y,0.64890924,20181019
1347,IB1,2M,0.455298507,20181019
1348,IB1,2Y,0.878702532,20181019
1349,IB1,3MO,0.432527027,20181019
1350,IB1,3Y,0.961966667,20181019
1351,IB1,4MO,0.50921215,20181019
1352,IB1,5Y,1.469,20181019
1353,IB1,6MO,0.575730151,20181019
1354,IB1,9MO,0.576436449,20181019
1355,IPC,10Y,3.164928497,20181019
1356,IPC,15Y,3.870539623,20181019
1357,IPC,18MO,1.708067611,20181019
1358,IPC,1MO,1.086184483,20181019
1359,IPC,1Y,1.627344444,20181019
